index,true_label,predicted_label,is_hold,is_misclassified
130,2,2,False,False
131,2,2,False,False
132,1,1,True,False
133,1,1,True,False
134,2,2,False,False
135,2,2,False,False
136,2,2,False,False
137,1,2,True,True
138,2,1,False,False
139,1,1,True,False
140,0,0,False,False
141,1,0,True,True
142,2,2,False,False
143,1,2,True,True
144,0,1,False,False
145,0,1,False,False
146,2,1,False,False
147,2,2,False,False
148,2,2,False,False
149,2,1,False,False
150,0,0,False,False
151,0,0,False,False
152,0,0,False,False
153,2,1,False,False
154,2,1,False,False
155,1,1,True,False
156,0,1,False,False
157,2,2,False,False
158,0,0,False,False
159,1,1,True,False
160,1,1,True,False
161,0,1,False,False
162,1,0,True,True
163,1,1,True,False
164,1,1,True,False
165,1,1,True,False
166,0,1,False,False
167,0,0,False,False
168,2,2,False,False
169,1,0,True,True
170,0,0,False,False
171,2,2,False,False
172,1,1,True,False
173,1,2,True,True
174,2,2,False,False
175,0,1,False,False
176,2,2,False,False
177,0,0,False,False
178,1,2,True,True
179,2,2,False,False
180,2,2,False,False
181,2,2,False,False
182,0,0,False,False
183,0,0,False,False
184,0,0,False,False
185,2,1,False,False
186,0,0,False,False
187,0,0,False,False
188,2,2,False,False
189,0,1,False,False
190,2,2,False,False
191,0,2,False,False
192,2,2,False,False
193,2,2,False,False
194,2,2,False,False
195,1,1,True,False
196,2,1,False,False
197,2,2,False,False
198,1,1,True,False
199,2,0,False,False
200,2,2,False,False
201,1,2,True,True
202,2,2,False,False
203,1,1,True,False
204,0,1,False,False
205,2,2,False,False
206,0,0,False,False
207,0,0,False,False
208,0,0,False,False
209,2,2,False,False
210,0,0,False,False
211,0,0,False,False
212,0,1,False,False
213,2,1,False,False
214,2,1,False,False
215,2,2,False,False
216,1,1,True,False
217,1,1,True,False
218,1,0,True,True
219,0,0,False,False
220,2,2,False,False
221,2,1,False,False
222,0,1,False,False
223,0,0,False,False
224,2,2,False,False
225,1,0,True,True
226,2,1,False,False
227,2,2,False,False
228,2,1,False,False
229,0,0,False,False
230,0,0,False,False
231,1,2,True,True
232,0,0,False,False
233,1,1,True,False
234,0,0,False,False
235,2,2,False,False
236,2,2,False,False
237,0,1,False,False
238,0,0,False,False
239,0,2,False,False
240,0,0,False,False
241,0,0,False,False
242,2,2,False,False
243,1,0,True,True
244,0,0,False,False
245,2,2,False,False
246,0,0,False,False
247,0,0,False,False
248,1,1,True,False
249,0,0,False,False
250,0,0,False,False
251,2,2,False,False
252,1,2,True,True
253,1,0,True,True
254,0,0,False,False
255,1,1,True,False
256,2,2,False,False
257,0,0,False,False
258,1,0,True,True
259,2,2,False,False
260,1,1,True,False
261,2,2,False,False
262,2,2,False,False
263,0,0,False,False
264,0,1,False,False
265,0,0,False,False
266,2,2,False,False
267,1,0,True,True
268,2,2,False,False
269,2,2,False,False
270,2,2,False,False
271,2,1,False,False
272,0,1,False,False
273,1,2,True,True
274,2,2,False,False
275,0,0,False,False
276,1,1,True,False
277,1,1,True,False
278,0,0,False,False
279,0,1,False,False
280,2,1,False,False
281,2,2,False,False
282,2,2,False,False
283,1,2,True,True
284,2,2,False,False
285,0,1,False,False
286,0,0,False,False
287,0,0,False,False
288,2,2,False,False
289,0,0,False,False
290,1,1,True,False
291,1,1,True,False
292,0,2,False,False
293,1,1,True,False
294,2,0,False,False
295,2,2,False,False
296,0,0,False,False
297,0,0,False,False
298,0,0,False,False
299,0,0,False,False
300,0,0,False,False
301,1,1,True,False
302,1,1,True,False
303,0,0,False,False
304,1,1,True,False
305,1,0,True,True
306,1,1,True,False
307,0,1,False,False
308,2,2,False,False
309,2,2,False,False
310,0,0,False,False
311,1,1,True,False
312,2,2,False,False
313,0,0,False,False
314,2,2,False,False
315,1,1,True,False
316,0,1,False,False
317,2,1,False,False
318,1,1,True,False
319,1,2,True,True
320,2,2,False,False
321,0,0,False,False
322,1,2,True,True
323,0,0,False,False
324,0,1,False,False
325,0,0,False,False
326,2,0,False,False
327,1,0,True,True
328,2,2,False,False
329,2,2,False,False
330,2,1,False,False
331,0,0,False,False
332,0,1,False,False
333,0,1,False,False
334,0,1,False,False
335,1,0,True,True
336,2,1,False,False
337,0,0,False,False
338,1,0,True,True
339,1,0,True,True
340,2,1,False,False
341,0,1,False,False
342,1,1,True,False
343,1,1,True,False
344,2,1,False,False
345,0,0,False,False
346,2,0,False,False
347,2,2,False,False
348,1,1,True,False
349,0,0,False,False
350,2,1,False,False
351,0,0,False,False
352,2,2,False,False
353,0,0,False,False
354,1,1,True,False
355,0,1,False,False
356,0,0,False,False
357,1,1,True,False
358,1,0,True,True
359,1,2,True,True
360,2,2,False,False
361,2,2,False,False
362,2,0,False,False
363,1,0,True,True
364,0,0,False,False
365,1,1,True,False
366,2,2,False,False
367,0,0,False,False
368,0,1,False,False
369,2,2,False,False
370,2,1,False,False
371,1,1,True,False
372,0,0,False,False
373,2,2,False,False
374,0,0,False,False
375,1,1,True,False
376,2,2,False,False
377,0,0,False,False
378,0,0,False,False
379,0,0,False,False
380,1,1,True,False
381,0,0,False,False
382,2,1,False,False
383,1,2,True,True
384,2,1,False,False
385,0,0,False,False
386,2,2,False,False
387,1,1,True,False
388,2,2,False,False
389,1,1,True,False
390,2,2,False,False
391,0,1,False,False
392,2,2,False,False
393,0,1,False,False
394,1,1,True,False
395,0,0,False,False
396,2,1,False,False
397,0,0,False,False
398,2,2,False,False
399,0,0,False,False
400,0,1,False,False
401,2,2,False,False
402,1,0,True,True
403,2,2,False,False
404,2,2,False,False
405,1,1,True,False
406,0,0,False,False
407,1,2,True,True
408,1,1,True,False
409,2,2,False,False
410,2,1,False,False
411,2,1,False,False
412,0,0,False,False
413,2,2,False,False
414,2,2,False,False
415,2,2,False,False
416,0,0,False,False
417,2,2,False,False
418,2,2,False,False
419,0,1,False,False
420,2,1,False,False
421,0,1,False,False
422,2,2,False,False
423,2,2,False,False
424,0,0,False,False
425,0,0,False,False
426,0,1,False,False
427,0,0,False,False
428,0,2,False,False
429,0,0,False,False
430,0,0,False,False
431,1,2,True,True
432,1,0,True,True
433,1,0,True,True
434,1,1,True,False
435,2,1,False,False
436,0,1,False,False
437,1,1,True,False
438,0,0,False,False
439,1,1,True,False
440,2,2,False,False
441,2,2,False,False
442,0,1,False,False
443,0,0,False,False
444,1,2,True,True
445,2,1,False,False
446,0,1,False,False
447,0,0,False,False
448,2,2,False,False
449,0,0,False,False
450,2,1,False,False
451,1,1,True,False
452,0,1,False,False
453,1,2,True,True
454,1,2,True,True
455,2,1,False,False
456,0,0,False,False
457,0,0,False,False
458,1,1,True,False
459,2,2,False,False
460,1,2,True,True
461,1,1,True,False
462,2,2,False,False
463,0,0,False,False
464,0,0,False,False
465,0,1,False,False
466,2,2,False,False
467,2,2,False,False
468,2,1,False,False
469,2,2,False,False
470,0,0,False,False
471,1,1,True,False
472,0,0,False,False
473,2,2,False,False
474,0,0,False,False
475,0,1,False,False
476,0,0,False,False
477,0,1,False,False
478,1,1,True,False
479,1,2,True,True
480,2,2,False,False
481,0,1,False,False
482,2,2,False,False
483,1,1,True,False
484,0,0,False,False
485,0,0,False,False
486,2,2,False,False
487,2,2,False,False
488,1,1,True,False
489,2,2,False,False
490,2,1,False,False
491,1,1,True,False
492,0,0,False,False
493,1,2,True,True
494,2,2,False,False
495,0,1,False,False
496,2,2,False,False
497,0,0,False,False
498,0,0,False,False
499,2,2,False,False
500,2,2,False,False
501,0,1,False,False
502,0,0,False,False
503,0,0,False,False
504,1,1,True,False
505,2,2,False,False
506,0,0,False,False
507,0,1,False,False
508,0,0,False,False
509,0,0,False,False
510,2,2,False,False
511,1,0,True,True
512,2,0,False,False
513,1,0,True,True
514,0,0,False,False
515,2,2,False,False
516,2,2,False,False
517,0,0,False,False
518,0,0,False,False
519,0,0,False,False
520,2,2,False,False
521,0,0,False,False
522,2,2,False,False
523,2,1,False,False
524,2,2,False,False
525,0,1,False,False
526,1,1,True,False
527,0,0,False,False
528,2,2,False,False
529,0,1,False,False
530,0,0,False,False
531,2,2,False,False
532,2,2,False,False
533,2,2,False,False
534,1,1,True,False
535,1,2,True,True
536,0,0,False,False
537,0,0,False,False
538,2,1,False,False
539,1,1,True,False
540,1,1,True,False
541,0,0,False,False
542,2,2,False,False
543,1,1,True,False
544,2,2,False,False
545,2,1,False,False
546,2,2,False,False
547,2,2,False,False
548,0,0,False,False
549,1,0,True,True
550,0,0,False,False
551,0,1,False,False
552,0,0,False,False
553,0,0,False,False
554,2,1,False,False
555,1,1,True,False
556,1,1,True,False
557,2,2,False,False
558,1,1,True,False
559,0,0,False,False
560,0,0,False,False
561,0,0,False,False
562,2,1,False,False
563,1,2,True,True
564,0,0,False,False
565,0,2,False,False
566,1,2,True,True
567,2,2,False,False
568,1,0,True,True
569,0,0,False,False
570,2,2,False,False
571,0,0,False,False
572,1,2,True,True
573,1,1,True,False
574,1,1,True,False
575,2,2,False,False
576,2,2,False,False
577,1,1,True,False
578,1,1,True,False
579,0,1,False,False
580,1,1,True,False
581,0,1,False,False
582,2,2,False,False
583,1,1,True,False
584,2,2,False,False
585,0,0,False,False
586,0,0,False,False
587,0,1,False,False
588,0,1,False,False
589,1,0,True,True
590,1,1,True,False
591,2,1,False,False
592,2,2,False,False
593,2,2,False,False
594,0,0,False,False
595,0,1,False,False
596,0,0,False,False
597,0,0,False,False
598,0,0,False,False
599,2,2,False,False
600,2,2,False,False
601,1,1,True,False
602,0,0,False,False
603,2,2,False,False
604,2,2,False,False
605,1,1,True,False
606,1,1,True,False
607,0,0,False,False
608,0,0,False,False
609,1,1,True,False
610,2,2,False,False
611,1,1,True,False
612,2,2,False,False
613,2,2,False,False
614,0,1,False,False
615,1,1,True,False
616,0,0,False,False
617,1,2,True,True
618,0,1,False,False
619,0,0,False,False
620,2,1,False,False
621,2,2,False,False
622,0,0,False,False
623,1,1,True,False
624,2,1,False,False
625,1,1,True,False
626,2,1,False,False
627,2,2,False,False
628,0,0,False,False
629,0,1,False,False
630,1,1,True,False
631,0,0,False,False
632,2,2,False,False
633,2,1,False,False
634,1,1,True,False
635,0,0,False,False
636,2,1,False,False
637,0,0,False,False
638,0,0,False,False
639,0,0,False,False
640,2,2,False,False
641,2,2,False,False
642,0,0,False,False
643,2,2,False,False
644,0,0,False,False
645,2,2,False,False
646,0,0,False,False
647,2,2,False,False
648,2,2,False,False
649,0,0,False,False
650,0,0,False,False
651,1,2,True,True
652,0,1,False,False
653,2,2,False,False
654,0,0,False,False
655,2,1,False,False
656,1,1,True,False
657,2,2,False,False
658,2,2,False,False
659,0,0,False,False
660,0,0,False,False
661,0,1,False,False
662,2,2,False,False
663,0,0,False,False
664,0,0,False,False
665,0,1,False,False
666,1,2,True,True
667,1,1,True,False
668,0,1,False,False
669,0,1,False,False
670,2,2,False,False
671,0,0,False,False
672,2,2,False,False
673,2,2,False,False
674,0,1,False,False
675,0,0,False,False
676,2,2,False,False
677,2,1,False,False
678,2,2,False,False
679,0,0,False,False
680,2,2,False,False
681,0,0,False,False
682,0,1,False,False
683,0,0,False,False
684,1,1,True,False
685,0,0,False,False
686,1,1,True,False
687,2,2,False,False
688,1,1,True,False
689,2,2,False,False
690,1,0,True,True
691,0,0,False,False
692,2,1,False,False
693,0,0,False,False
694,1,1,True,False
695,0,0,False,False
696,2,2,False,False
697,2,2,False,False
698,2,2,False,False
699,2,2,False,False
700,2,2,False,False
701,2,2,False,False
702,1,1,True,False
703,1,1,True,False
704,0,0,False,False
705,2,2,False,False
706,1,1,True,False
707,1,1,True,False
708,0,1,False,False
709,1,1,True,False
710,0,0,False,False
711,0,0,False,False
712,2,2,False,False
713,2,1,False,False
714,0,0,False,False
715,2,2,False,False
716,1,1,True,False
717,2,2,False,False
718,2,2,False,False
719,0,0,False,False
720,1,1,True,False
721,2,2,False,False
722,0,2,False,False
723,0,0,False,False
724,1,1,True,False
725,2,2,False,False
726,2,1,False,False
727,1,2,True,True
728,2,2,False,False
729,2,2,False,False
730,2,2,False,False
731,2,2,False,False
732,2,1,False,False
733,2,2,False,False
734,2,2,False,False
735,0,0,False,False
736,0,1,False,False
737,1,1,True,False
738,0,0,False,False
739,0,0,False,False
740,1,2,True,True
741,1,2,True,True
742,0,0,False,False
743,2,2,False,False
744,2,1,False,False
745,1,1,True,False
746,2,1,False,False
747,1,1,True,False
748,0,1,False,False
749,1,1,True,False
750,0,0,False,False
751,0,0,False,False
752,0,1,False,False
753,1,0,True,True
754,0,0,False,False
755,0,0,False,False
756,1,2,True,True
757,2,2,False,False
758,0,0,False,False
759,0,0,False,False
760,2,2,False,False
761,0,1,False,False
762,1,1,True,False
763,0,1,False,False
764,0,1,False,False
765,0,1,False,False
766,1,1,True,False
767,2,2,False,False
768,0,0,False,False
769,0,1,False,False
770,0,1,False,False
771,0,1,False,False
772,2,2,False,False
773,1,2,True,True
774,2,0,False,False
775,0,0,False,False
776,0,0,False,False
777,0,0,False,False
778,2,2,False,False
779,0,0,False,False
780,2,2,False,False
781,2,2,False,False
782,0,1,False,False
783,2,2,False,False
784,2,2,False,False
785,2,2,False,False
786,0,0,False,False
787,0,0,False,False
788,1,2,True,True
789,0,0,False,False
790,1,1,True,False
791,2,1,False,False
792,2,2,False,False
793,0,0,False,False
794,0,1,False,False
795,2,2,False,False
796,1,0,True,True
797,2,2,False,False
798,1,0,True,True
799,0,0,False,False
800,1,1,True,False
801,2,2,False,False
802,2,2,False,False
803,1,1,True,False
804,1,1,True,False
805,0,0,False,False
806,1,1,True,False
807,0,1,False,False
808,0,0,False,False
809,2,2,False,False
810,0,0,False,False
811,0,1,False,False
812,1,1,True,False
813,0,0,False,False
814,2,2,False,False
815,2,2,False,False
816,2,2,False,False
817,2,1,False,False
818,1,1,True,False
819,2,2,False,False
820,2,2,False,False
821,0,0,False,False
822,2,2,False,False
823,0,0,False,False
824,0,0,False,False
825,0,1,False,False
826,2,2,False,False
827,1,2,True,True
828,1,1,True,False
829,1,1,True,False
830,2,2,False,False
831,0,1,False,False
832,1,1,True,False
833,0,0,False,False
834,2,2,False,False
835,2,1,False,False
836,2,1,False,False
837,0,0,False,False
838,0,0,False,False
839,1,1,True,False
840,1,0,True,True
841,0,0,False,False
842,0,1,False,False
843,2,2,False,False
844,0,0,False,False
845,2,1,False,False
846,0,0,False,False
847,1,0,True,True
848,1,1,True,False
849,0,0,False,False
850,1,1,True,False
851,0,0,False,False
852,0,0,False,False
853,2,2,False,False
854,0,1,False,False
855,0,0,False,False
856,0,0,False,False
857,2,2,False,False
858,1,0,True,True
859,2,2,False,False
860,1,2,True,True
861,1,0,True,True
862,2,1,False,False
863,2,2,False,False
864,2,2,False,False
865,0,2,False,False
866,0,1,False,False
867,2,2,False,False
868,0,1,False,False
869,0,0,False,False
870,0,0,False,False
871,1,2,True,True
872,0,1,False,False
873,2,2,False,False
874,2,2,False,False
875,2,2,False,False
876,1,0,True,True
877,2,2,False,False
878,2,1,False,False
879,0,0,False,False
880,1,2,True,True
881,1,1,True,False
882,2,2,False,False
883,1,0,True,True
884,2,2,False,False
885,0,0,False,False
886,0,0,False,False
887,2,2,False,False
888,2,2,False,False
889,2,1,False,False
890,0,0,False,False
891,0,1,False,False
892,0,0,False,False
893,0,1,False,False
894,1,1,True,False
895,0,1,False,False
896,0,0,False,False
897,2,2,False,False
898,0,0,False,False
899,2,2,False,False
900,0,1,False,False
901,0,0,False,False
902,2,2,False,False
903,2,2,False,False
904,0,0,False,False
905,2,2,False,False
906,0,1,False,False
907,1,0,True,True
908,0,0,False,False
909,1,0,True,True
910,0,0,False,False
911,0,1,False,False
912,0,0,False,False
913,0,0,False,False
914,2,0,False,False
915,1,1,True,False
916,2,2,False,False
917,1,0,True,True
918,2,0,False,False
919,1,0,True,True
920,0,1,False,False
921,0,0,False,False
922,2,2,False,False
923,1,0,True,True
924,1,1,True,False
925,2,1,False,False
926,0,0,False,False
927,0,0,False,False
928,2,2,False,False
929,1,1,True,False
930,1,1,True,False
931,1,0,True,True
932,0,0,False,False
933,0,0,False,False
934,0,1,False,False
935,1,0,True,True
936,0,1,False,False
937,0,2,False,False
938,0,0,False,False
939,1,1,True,False
940,2,2,False,False
941,2,2,False,False
942,0,0,False,False
943,2,2,False,False
944,0,0,False,False
945,0,0,False,False
946,0,0,False,False
947,0,0,False,False
948,2,1,False,False
949,2,2,False,False
950,0,0,False,False
951,0,1,False,False
952,0,1,False,False
953,0,1,False,False
954,2,1,False,False
955,0,0,False,False
956,2,2,False,False
957,1,1,True,False
958,1,2,True,True
959,0,1,False,False
960,1,1,True,False
961,0,0,False,False
962,0,1,False,False
963,0,0,False,False
964,0,1,False,False
965,1,1,True,False
966,0,1,False,False
967,1,1,True,False
968,0,0,False,False
969,2,2,False,False
970,2,2,False,False
971,2,0,False,False
972,2,2,False,False
973,1,1,True,False
974,1,1,True,False
975,2,2,False,False
976,1,1,True,False
977,0,0,False,False
978,2,1,False,False
979,2,2,False,False
980,2,2,False,False
981,1,1,True,False
982,1,0,True,True
983,0,1,False,False
984,1,1,True,False
985,0,1,False,False
986,1,1,True,False
987,2,2,False,False
988,0,0,False,False
989,2,1,False,False
990,2,2,False,False
991,2,2,False,False
992,0,0,False,False
993,2,2,False,False
994,1,1,True,False
995,1,2,True,True
996,0,0,False,False
997,0,0,False,False
998,0,0,False,False
999,0,1,False,False
1000,2,2,False,False
1001,0,1,False,False
1002,1,1,True,False
1003,2,1,False,False
1004,2,2,False,False
1005,2,2,False,False
1006,2,2,False,False
1007,2,2,False,False
1008,2,1,False,False
1009,0,0,False,False
1010,0,1,False,False
1011,2,2,False,False
1012,1,2,True,True
1013,0,1,False,False
1014,0,1,False,False
1015,0,0,False,False
1016,2,1,False,False
1017,2,1,False,False
1018,0,0,False,False
1019,0,2,False,False
1020,2,1,False,False
1021,1,1,True,False
1022,0,0,False,False
1023,1,1,True,False
1024,0,0,False,False
1025,2,2,False,False
1026,1,1,True,False
1027,2,2,False,False
1028,2,2,False,False
1029,1,1,True,False
1030,0,0,False,False
1031,1,0,True,True
1032,0,0,False,False
1033,1,1,True,False
1034,0,0,False,False
1035,1,2,True,True
1036,0,0,False,False
1037,2,2,False,False
1038,0,0,False,False
1039,2,2,False,False
1040,2,2,False,False
1041,1,2,True,True
1042,2,2,False,False
1043,1,1,True,False
1044,0,0,False,False
1045,0,1,False,False
1046,0,0,False,False
1047,1,1,True,False
1048,1,1,True,False
1049,0,1,False,False
1050,0,1,False,False
1051,1,1,True,False
1052,2,2,False,False
1053,1,1,True,False
1054,2,2,False,False
1055,2,1,False,False
1056,1,1,True,False
1057,2,1,False,False
1058,1,2,True,True
1059,2,2,False,False
1060,0,0,False,False
1061,1,0,True,True
1062,2,2,False,False
1063,0,0,False,False
1064,2,1,False,False
1065,2,1,False,False
1066,0,0,False,False
1067,1,0,True,True
1068,1,0,True,True
1069,0,0,False,False
1070,0,0,False,False
1071,2,2,False,False
1072,2,2,False,False
1073,0,0,False,False
1074,2,2,False,False
1075,2,0,False,False
1076,1,1,True,False
1077,1,1,True,False
1078,2,1,False,False
1079,1,1,True,False
1080,1,1,True,False
1081,0,1,False,False
1082,2,2,False,False
1083,2,2,False,False
1084,2,2,False,False
1085,1,1,True,False
1086,0,0,False,False
1087,0,1,False,False
1088,0,0,False,False
1089,0,1,False,False
1090,1,1,True,False
1091,0,0,False,False
1092,1,1,True,False
1093,1,0,True,True
1094,0,0,False,False
1095,0,0,False,False
1096,1,1,True,False
1097,1,1,True,False
1098,0,0,False,False
1099,2,1,False,False
1100,2,2,False,False
1101,2,2,False,False
1102,1,1,True,False
1103,0,1,False,False
1104,1,1,True,False
1105,2,2,False,False
1106,2,2,False,False
1107,2,2,False,False
1108,2,1,False,False
1109,0,0,False,False
1110,0,0,False,False
1111,0,0,False,False
1112,2,2,False,False
1113,2,2,False,False
1114,0,1,False,False
1115,0,1,False,False
1116,2,2,False,False
1117,1,2,True,True
1118,0,0,False,False
1119,1,1,True,False
1120,0,0,False,False
1121,0,0,False,False
1122,2,2,False,False
1123,1,1,True,False
1124,0,0,False,False
1125,2,2,False,False
1126,0,0,False,False
1127,1,2,True,True
1128,2,2,False,False
1129,0,0,False,False
1130,1,0,True,True
1131,2,2,False,False
1132,2,2,False,False
1133,2,2,False,False
1134,2,2,False,False
1135,2,1,False,False
1136,2,2,False,False
1137,1,1,True,False
1138,1,0,True,True
1139,2,2,False,False
1140,0,1,False,False
1141,2,2,False,False
1142,1,1,True,False
1143,1,1,True,False
1144,1,2,True,True
1145,1,2,True,True
1146,2,2,False,False
1147,1,1,True,False
1148,1,1,True,False
1149,2,0,False,False
1150,1,1,True,False
1151,2,2,False,False
1152,2,2,False,False
1153,0,0,False,False
1154,0,0,False,False
1155,2,2,False,False
1156,2,1,False,False
1157,2,2,False,False
1158,2,2,False,False
1159,1,1,True,False
1160,1,1,True,False
1161,2,1,False,False
1162,0,1,False,False
1163,0,0,False,False
1164,2,2,False,False
1165,2,1,False,False
1166,1,1,True,False
1167,1,0,True,True
1168,2,2,False,False
1169,0,0,False,False
1170,0,0,False,False
1171,2,2,False,False
1172,0,0,False,False
1173,2,2,False,False
1174,1,1,True,False
1175,0,0,False,False
1176,0,1,False,False
1177,1,2,True,True
1178,2,2,False,False
1179,2,2,False,False
1180,2,2,False,False
1181,1,2,True,True
1182,1,2,True,True
1183,2,2,False,False
1184,0,0,False,False
1185,2,1,False,False
1186,2,2,False,False
1187,2,2,False,False
1188,1,0,True,True
1189,1,2,True,True
1190,1,2,True,True
1191,2,1,False,False
1192,0,0,False,False
1193,0,1,False,False
1194,1,1,True,False
1195,0,0,False,False
1196,1,0,True,True
1197,1,1,True,False
1198,0,0,False,False
1199,1,1,True,False
1200,0,1,False,False
1201,1,1,True,False
1202,0,0,False,False
1203,0,1,False,False
1204,2,1,False,False
1205,1,1,True,False
1206,1,1,True,False
1207,2,2,False,False
1208,1,1,True,False
1209,2,2,False,False
1210,2,2,False,False
1211,2,0,False,False
1212,2,2,False,False
1213,1,0,True,True
1214,0,0,False,False
1215,1,1,True,False
1216,0,0,False,False
1217,0,0,False,False
1218,2,2,False,False
1219,0,1,False,False
1220,1,1,True,False
1221,1,1,True,False
1222,0,1,False,False
1223,0,0,False,False
1224,2,1,False,False
1225,2,2,False,False
1226,1,1,True,False
1227,1,2,True,True
1228,0,1,False,False
1229,0,0,False,False
1230,1,1,True,False
1231,2,2,False,False
1232,2,2,False,False
1233,2,2,False,False
1234,0,0,False,False
1235,0,0,False,False
1236,0,1,False,False
1237,1,1,True,False
1238,1,0,True,True
1239,2,2,False,False
1240,1,0,True,True
1241,2,2,False,False
1242,2,2,False,False
1243,2,1,False,False
1244,0,0,False,False
1245,0,0,False,False
1246,0,0,False,False
1247,2,1,False,False
1248,2,2,False,False
1249,2,2,False,False
1250,0,1,False,False
1251,0,0,False,False
1252,1,1,True,False
1253,1,1,True,False
1254,2,1,False,False
1255,0,0,False,False
1256,0,0,False,False
1257,1,1,True,False
1258,0,0,False,False
1259,1,1,True,False
1260,0,1,False,False
1261,2,2,False,False
1262,0,0,False,False
1263,2,2,False,False
1264,2,2,False,False
1265,0,0,False,False
1266,2,2,False,False
1267,0,0,False,False
1268,1,1,True,False
1269,1,1,True,False
1270,2,2,False,False
1271,1,1,True,False
1272,0,2,False,False
1273,2,2,False,False
1274,2,1,False,False
1275,2,2,False,False
1276,2,2,False,False
1277,0,1,False,False
1278,2,2,False,False
1279,0,1,False,False
1280,1,1,True,False
1281,1,0,True,True
1282,0,2,False,False
1283,2,2,False,False
1284,1,0,True,True
1285,2,2,False,False
1286,0,0,False,False
1287,1,1,True,False
1288,0,0,False,False
1289,0,0,False,False
1290,0,0,False,False
1291,0,0,False,False
1292,1,1,True,False
1293,2,2,False,False
1294,0,0,False,False
1295,0,0,False,False
1296,0,0,False,False
1297,0,0,False,False
1298,1,0,True,True
1299,0,0,False,False
1300,2,2,False,False
1301,2,2,False,False
1302,1,1,True,False
1303,0,0,False,False
1304,1,2,True,True
1305,1,1,True,False
1306,2,2,False,False
1307,2,1,False,False
1308,1,2,True,True
1309,0,0,False,False
1310,0,0,False,False
1311,0,0,False,False
1312,2,2,False,False
1313,2,1,False,False
1314,1,1,True,False
1315,2,2,False,False
1316,2,2,False,False
1317,2,2,False,False
1318,1,2,True,True
1319,2,2,False,False
1320,1,2,True,True
1321,2,2,False,False
1322,0,0,False,False
1323,1,1,True,False
1324,1,1,True,False
1325,2,1,False,False
1326,0,0,False,False
1327,2,1,False,False
1328,1,1,True,False
1329,0,1,False,False
1330,0,0,False,False
1331,2,2,False,False
1332,0,0,False,False
1333,2,2,False,False
1334,2,2,False,False
1335,1,2,True,True
1336,1,1,True,False
1337,1,1,True,False
1338,1,1,True,False
1339,1,1,True,False
1340,2,2,False,False
1341,0,0,False,False
1342,1,1,True,False
1343,2,2,False,False
1344,2,2,False,False
1345,2,2,False,False
1346,0,0,False,False
1347,1,1,True,False
1348,0,0,False,False
1349,0,0,False,False
1350,1,2,True,True
1351,0,1,False,False
1352,2,2,False,False
1353,0,1,False,False
1354,1,0,True,True
1355,2,2,False,False
1356,1,2,True,True
1357,2,2,False,False
1358,0,1,False,False
